"통계분류(1)",통계분류(2),2021,2021,2021
"통계분류(1)",통계분류(2),사례수,들음,듣지 않음
"전체",소계,6000,4.5,95.5
"성별",남성,2991,4.7,95.3
"성별",여성,3009,4.4,95.6
"연령별",19~29세,1016,12,88
"연령별",30~39세,964,8.8,91.2
"연령별",40~49세,1123,3.9,96.1
"연령별",50~59세,1173,1,99
"연령별",60세 이상,1724,0.6,99.4
"학력별",중졸 이하,900,0,100
"학력별",고졸/고퇴,2136,1.4,98.6
"학력별",대재 이상,2964,8.2,91.8
"가구소득별",200만원 미만,715,1,99
"가구소득별",200~300만원 미만,888,1.6,98.4
"가구소득별",300~400만원 미만,1412,4,96
"가구소득별",400~500만원 미만,1521,5.5,94.5
"가구소득별",500만원 이상,1464,7.6,92.4
